filename,ll_mean_luminance,ll_rms_contrast,ll_lab_L_mean,ll_lab_L_std,ll_lab_a_mean,ll_lab_a_std,ll_lab_b_mean,ll_lab_b_std,ll_hsv_s_mean,ll_edge_energy,ll_hog_pc01,ll_hog_pc02,ll_hog_pc03,ll_hog_pc04,ll_hog_pc05,ll_hog_pc06,ll_hog_pc07,ll_hog_pc08,ll_hog_pc09,ll_hog_pc10
alfalfa-sprouts.png,0.7378854751586914,0.1579522043466568,76.05096435546875,15.243110656738281,-2.5365355014801025,5.772648811340332,5.522436141967773,12.686293601989746,0.08842572569847107,0.024296879768371582,161.74642944335938,9.525155067443848,-64.35469055175781,9.452146530151367,100.87630462646484,-40.149784088134766,-24.948139190673828,48.37342834472656,-3.2435736656188965,-23.025590896606445
almonds.png,0.7136102914810181,0.1757904589176178,73.85673522949219,16.849597930908203,2.722405433654785,7.538673400878906,5.166149139404297,11.89061450958252,0.09839709848165512,0.015179088339209557,41.797813415527344,0.9423048496246338,-91.25531768798828,32.052696228027344,64.66897583007812,-7.240243434906006,31.303300857543945,39.58408737182617,27.25981330871582,-0.6547030806541443
anchovies.png,0.7526362538337708,0.16075168550014496,77.37986755371094,15.514389991760254,0.7202547788619995,3.520004987716675,2.4039552211761475,6.244954586029053,0.04561144858598709,0.01286238618195057,44.8416862487793,-70.10105895996094,-28.702991485595703,10.02231216430664,81.18324279785156,28.79912567138672,-40.88276672363281,57.48929214477539,-22.203786849975586,-23.541040420532227
apple-pear-nashi.png,0.7640342712402344,0.1376766413450241,78.52033996582031,13.174209594726562,-0.44925716519355774,1.500689148902893,3.3961868286132812,7.049166202545166,0.06294563412666321,0.007244624197483063,-106.1819839477539,64.75662231445312,165.61158752441406,-157.3424835205078,108.33448028564453,-97.66827392578125,138.16505432128906,16.82752799987793,-38.79225158691406,-9.38988208770752
apple-pie.png,0.7673400640487671,0.13129468262195587,78.93396759033203,12.473334312438965,0.8469319939613342,4.084625720977783,4.4185709953308105,11.584114074707031,0.06378049403429031,0.009680971503257751,49.042171478271484,-36.53474044799805,-56.81290054321289,-26.96120834350586,39.41278076171875,12.911704063415527,16.142545700073242,43.07358169555664,-6.113787651062012,-10.205724716186523
apple-prepared.png,0.7093874216079712,0.16105349361896515,73.51033782958984,15.331886291503906,1.980642557144165,6.240392208099365,5.674405097961426,13.310070991516113,0.09515366703271866,0.01105530560016632,113.41775512695312,-58.86003494262695,-27.209331512451172,-23.970012664794922,48.530372619628906,-42.57235336303711,-30.702070236206055,-60.034481048583984,38.461639404296875,14.478970527648926
apple-raw.png,0.7440130710601807,0.14755573868751526,76.78828430175781,13.807387351989746,2.041400194168091,7.975859642028809,2.905975103378296,8.093503952026367,0.055577896535396576,0.006823370233178139,48.53787612915039,-32.184024810791016,-24.59990692138672,-40.33554458618164,-43.43472671508789,-52.20439529418945,-18.709070205688477,-56.33750915527344,14.585932731628418,26.473922729492188
apricot-prepared.png,0.7250263690948486,0.19004255533218384,75.32438659667969,17.441490173339844,5.09024715423584,11.834070205688477,10.455862045288086,20.480846405029297,0.1655685305595398,0.015705417841672897,-114.79309844970703,90.48127746582031,85.14410400390625,24.84827995300293,109.22883605957031,111.32450866699219,48.598594665527344,-37.324012756347656,-18.373851776123047,-12.550664901733398
apricot-raw.png,0.7212709784507751,0.1405661702156067,74.90202331542969,13.053130149841309,3.5144734382629395,8.69381046295166,8.37193489074707,18.135974884033203,0.1247510015964508,0.00726683996617794,189.46131896972656,15.729657173156738,-27.977842330932617,-91.2259521484375,-29.169986724853516,58.91769027709961,34.830902099609375,12.824995040893555,-4.869165897369385,-35.94234848022461
artichoke.png,0.7481462955474854,0.18433831632137299,76.83213806152344,17.996124267578125,-0.10709969699382782,1.523008942604065,3.9036459922790527,9.081193923950195,0.07859070599079132,0.01509401947259903,-66.3897705078125,92.02706146240234,18.911853790283203,24.703947067260742,-4.355186462402344,-22.011255264282227,-75.57218933105469,7.191109657287598,-19.204389572143555,-9.302688598632812
asparagus-prepared.png,0.7192403078079224,0.1514243185520172,74.30570983886719,14.757640838623047,-2.3923869132995605,4.730437278747559,2.997314453125,11.657554626464844,0.08219568431377411,0.012804687023162842,78.68955993652344,-78.15960693359375,96.7655258178711,49.28852462768555,-10.37221908569336,-3.997577428817749,-48.120887756347656,13.72068977355957,28.976409912109375,20.171934127807617
asparagus-raw.png,0.7129619717597961,0.18409571051597595,73.54264068603516,18.010473251342773,-1.4862456321716309,3.932129383087158,0.1613459587097168,10.40514850616455,0.1206173449754715,0.013512186706066132,-95.2246322631836,103.29618072509766,42.463165283203125,-15.026562690734863,22.10301971435547,66.32093048095703,-59.054988861083984,16.002477645874023,38.14715576171875,35.2149543762207
avocado.png,0.7829735279083252,0.1266116052865982,80.37030792236328,11.951354026794434,-1.7100571393966675,4.251708507537842,6.59704065322876,13.391435623168945,0.08106829226016998,0.009447697550058365,-36.69369125366211,-38.89692687988281,-70.22012329101562,-105.78044128417969,-72.7474136352539,10.613635063171387,27.458524703979492,14.595593452453613,12.385976791381836,-15.426405906677246
bacon.png,0.714834451675415,0.17633333802223206,74.0779800415039,16.521162033081055,2.6173348426818848,9.582100868225098,3.258054494857788,10.913097381591797,0.10544412583112717,0.013977544382214546,50.857749938964844,-43.36882781982422,-56.408809661865234,11.565460205078125,60.89301681518555,-49.4775390625,-21.185285568237305,-54.856414794921875,16.959171295166016,34.499847412109375
bagel.png,0.7107447385787964,0.1564108282327652,73.65983581542969,14.89001750946045,1.6854281425476074,6.528293609619141,6.952191352844238,12.914738655090332,0.10882361233234406,0.012436503544449806,-74.5439453125,-107.51092529296875,-61.064422607421875,-5.555871963500977,36.23868942260742,10.568432807922363,40.0639762878418,-69.48463439941406,21.102401733398438,41.55368423461914
baguette.png,0.7206823229789734,0.15590403974056244,74.61088562011719,14.785120010375977,1.5434781312942505,6.792490482330322,5.479276657104492,14.089516639709473,0.11606293171644211,0.013241256587207317,21.620168685913086,-49.7905387878418,-53.59230041503906,-79.6458969116211,29.99838638305664,-1.1002405881881714,-37.880802154541016,19.630718231201172,0.5559340119361877,-22.986984252929688
baked-salmon-fillet.png,0.7654107213020325,0.14647819101810455,78.81533813476562,13.633942604064941,1.7845813035964966,6.6001129150390625,5.473302364349365,13.710617065429688,0.0816708654165268,0.011783698573708534,10.134028434753418,178.4158935546875,53.73490524291992,3.246905565261841,-21.685546875,23.319021224975586,-78.25621032714844,2.8309755325317383,31.075782775878906,-6.358917713165283
bamboo-shoots.png,0.7412009239196777,0.16397377848625183,76.42286682128906,15.659615516662598,1.3673648834228516,3.9100780487060547,6.884152889251709,13.780116081237793,0.104560486972332,0.010213200002908707,61.106468200683594,174.7985076904297,8.596046447753906,65.36648559570312,28.364097595214844,-66.89058685302734,-15.890088081359863,19.57095718383789,70.945556640625,55.87331008911133
banana-chips.png,0.7202228307723999,0.1643267422914505,74.63382720947266,15.589136123657227,2.1814277172088623,6.481444835662842,9.717823028564453,18.38047218322754,0.1668914407491684,0.015272065997123718,-71.38457489013672,137.1737823486328,118.70963287353516,-27.64752960205078,58.32926940917969,38.95516586303711,-63.59481430053711,26.500774383544922,37.52231979370117,6.784372329711914
banana.png,0.7442065477371216,0.1316370815038681,76.69683074951172,12.78689193725586,0.06509129703044891,1.4122734069824219,3.533182144165039,8.718605041503906,0.0473247691988945,0.007784849964082241,37.584754943847656,-97.64063262939453,27.00082778930664,-22.483673095703125,26.28704071044922,31.428449630737305,-64.99073791503906,32.714378356933594,-10.748656272888184,-8.46487808227539
barley.png,0.7390214204788208,0.1635933667421341,76.19774627685547,15.562451362609863,0.9357789754867554,4.099838733673096,5.581090927124023,11.433723449707031,0.11318868398666382,0.018373694270849228,-78.30683135986328,123.64955139160156,127.38117980957031,-75.32305908203125,123.43018341064453,-35.67082214355469,23.510690689086914,23.180749893188477,15.573514938354492,-14.78071117401123
barramundi.png,0.7640036344528198,0.15288510918617249,78.47134399414062,14.72380256652832,0.1487528681755066,1.942002773284912,3.4729936122894287,9.009852409362793,0.05316191911697388,0.011522272601723671,115.21849822998047,75.58810424804688,-59.89292526245117,-56.73055648803711,0.9807395935058594,-36.69640350341797,11.971439361572266,46.747642517089844,53.182952880859375,11.513195991516113
beef-steak.png,0.7013193368911743,0.18834054470062256,72.54708099365234,18.18402671813965,1.5794923305511475,6.531243801116943,1.3447444438934326,8.637943267822266,0.10371951758861542,0.01809534803032875,-97.91284942626953,-68.82242584228516,-84.43515014648438,-44.2515754699707,-38.73142623901367,-21.946317672729492,20.310474395751953,-8.321046829223633,-7.034319877624512,-3.984607696533203
beef-stir-fry.png,0.7043243050575256,0.18510353565216064,73.01455688476562,17.64773941040039,0.29855072498321533,9.619059562683105,4.487074851989746,13.670063972473145,0.12845900654792786,0.015720894560217857,26.498706817626953,-76.8364028930664,3.924264907836914,-59.387550354003906,-16.545207977294922,37.67063522338867,-64.10763549804688,65.98030090332031,-11.818004608154297,-31.308189392089844
beetroot-prepared.png,0.724831223487854,0.19690364599227905,74.74249267578125,19.059343338012695,1.882859706878662,7.376471519470215,1.6289331912994385,3.5710837841033936,0.0662451907992363,0.010688478127121925,142.43064880371094,-60.713863372802734,100.4941635131836,32.72135925292969,-42.291439056396484,-24.373390197753906,-43.85533142089844,3.6170592308044434,27.221487045288086,-3.247677803039551
bell-pepper-capsicum.png,0.7296246886253357,0.14128710329532623,76.05194091796875,12.010791778564453,4.099774360656738,12.937077522277832,7.910239219665527,19.995378494262695,0.11798284947872162,0.008756915107369423,101.08037567138672,-57.79484176635742,123.8448257446289,60.888694763183594,-61.54329299926758,-42.91899871826172,-8.678241729736328,20.73406219482422,20.33871078491211,-19.250085830688477
bibimbap.png,0.7179476022720337,0.15197160840034485,74.29248809814453,14.633010864257812,0.11637654900550842,6.063526630401611,3.9400699138641357,12.56483268737793,0.09496676921844482,0.01280815340578556,-11.061742782592773,-11.525854110717773,-105.87531280517578,-79.3367691040039,-19.34999656677246,-17.655908584594727,24.23114585876465,15.243127822875977,-2.895798683166504,-10.265326499938965
biryani.png,0.724173367023468,0.17277775704860687,74.86679077148438,16.43519401550293,1.134211778640747,6.116891384124756,5.317272186279297,15.999382019042969,0.14186982810497284,0.01885390654206276,-76.19435119628906,62.479461669921875,-106.92066192626953,24.079227447509766,-43.634742736816406,-8.807669639587402,13.41447639465332,23.014785766601562,4.504432678222656,0.5084390640258789
biscuit-us.png,0.7259302735328674,0.14578714966773987,74.99325561523438,14.123342514038086,0.10896395146846771,3.1671035289764404,3.674863815307617,11.9844388961792,0.08047015964984894,0.010877875611186028,-19.354843139648438,55.25413513183594,-28.339929580688477,86.67808532714844,57.068397521972656,-31.51223373413086,77.94795227050781,22.65545082092285,51.06924819946289,86.83869171142578
black-beans.png,0.6976103782653809,0.23706695437431335,71.65343475341797,23.88709831237793,0.7592915892601013,2.4747235774993896,0.7245310544967651,1.797682762145996,0.055754002183675766,0.013317444361746311,52.81242752075195,-78.0566635131836,-20.057096481323242,40.62464904785156,80.27428436279297,-32.99810028076172,-13.429313659667969,-40.07339096069336,41.22289276123047,6.877288341522217
blackberry.png,0.7050084471702576,0.23121099174022675,72.35629272460938,23.557458877563477,0.014323949813842773,1.049170970916748,0.5549994707107544,1.1957186460494995,0.027766505256295204,0.013736192137002945,62.30791091918945,-93.35096740722656,48.43031311035156,11.991507530212402,6.8983259201049805,15.362807273864746,-26.945039749145508,-8.954129219055176,17.591520309448242,-12.966833114624023
